iteration,j,mu,sigma_2
12,22,0.000967319862198109,9.64393515794512e-05
12,23,0.0651669651592623,3.94924045335773e-05
12,24,-0.0526358525278104,0.000103268658147527
12,25,0.060837982387421,9.842310975648e-05
12,26,-0.0346937362198288,3.99072533363221e-05
12,27,0.0218592020862275,0.000353738161965424
12,28,-0.0199976667085604,0.000137280589999683
12,29,0.0936716793339855,0.000247320406212187
12,30,-0.0860403832573833,3.42128971496592e-05
12,31,0.0760031819183799,6.43150092562575e-05
12,32,-0.0647370328257462,4.81741628968945e-05
12,33,-0.00223830857733042,0.000110774873926601
12,34,-0.0200578379679666,9.65866497980435e-05
12,35,0.0309825247969427,4.68766257594648e-05
12,36,-0.038402988507301,0.00021656027522668
12,37,0.0649379199822871,5.96445087936738e-05
12,38,-0.069272070772256,2.28163620252465e-05
12,39,0.0701801298257877,0.000115800026619539
12,40,-0.036413247020196,5.55791348267137e-05
12,41,-4.18653946149404,0.00530226924346557
13,1,0.00066520416315779,1.24541261808519e-05
13,2,-0.0332534790890163,0.000173563412785
13,3,0.0517677608810295,0.00020216794615152
13,4,-0.017348858092141,0.000320172552739996
13,5,-0.0546183840197266,0.000207909133922571
13,6,-0.0092370092061038,0.00014601338190615
13,7,-0.0512882110882053,0.000441190190602031
13,8,-0.0279093664746693,0.000223330800070323
13,9,0.0223708086162783,0.000134112026935736
13,10,-0.0703402144114576,0.00024912668683107
13,11,0.0407572119826709,0.000188292725436159
13,12,-0.0460139758453728,0.000424043186304702
13,13,-0.00882852319350821,0.00017660459092923
13,14,-0.00460163072090089,9.73548033225327e-05
13,15,0.0403751625439064,0.000123146816633034
13,16,-0.0508788589181106,0.000257334944519987
13,17,0.011879309487554,0.000284125350983825
13,18,-0.0414630102206971,0.000408927109864085
13,19,0.00627047451263863,0.000274419783986822
13,20,-0.0618204170320005,0.000297701520100832
13,21,0.0511424162472762,0.000137037775246123
13,22,-0.143020665095563,0.000278747008497093
13,23,0.150083223735425,0.000115479018121478
13,24,-0.0624059905826356,0.000384894460485071
13,25,0.0450727878892146,0.000177646613762399
13,26,-0.0320727905483291,0.00010486946429889
13,27,0.000928011540444346,7.41492420750248e-05
13,28,-0.0957834882628029,0.000214261086534419
13,29,0.0914579234621996,9.32193466509628e-05
13,30,-0.0494655314019068,0.000532244012715467
13,31,0.0742260048355459,0.000342565820668356
13,32,-0.0778090633171496,0.000148543419033008
13,33,0.0730071129928569,0.000129427688424231
13,34,-0.102990770781088,9.09155157050513e-05
13,35,0.0538823448953795,5.26836851560836e-05
13,36,0.0128711428243257,0.000122411513833584
13,37,0.0453665892523029,9.96785388712192e-05
13,38,-0.0368399180313341,0.000169915155688119
13,39,-0.00410413486374721,0.000180951671129031
13,40,-0.0294799931293396,8.47057630265846e-05
13,41,-3.72982810232328,0.00729479394923004
14,1,0.0267405399954152,2.06851084109242e-05
14,2,0.131249309117874,0.000594981607031374
14,3,0.0316898605248715,0.000231732718289813
14,4,0.0347045871479726,0.000483123453218045
14,5,0.0152754389395148,0.000365452811684023
14,6,0.00357904681691756,0.000123170898612806
14,7,-0.0343676032263004,0.000214765765188439
14,8,-0.0244531408697004,0.000336487317634444
14,9,-0.0165394105093269,8.78779633934716e-05
14,10,-0.000656475811849617,0.00019376775571797
14,11,0.0353827085090116,0.0002738673824654
14,12,-0.0658929100729425,0.000293096155998363
14,13,-0.00380707482874793,0.000162948583242607
14,14,0.0790226442826288,0.000239901601535862
14,15,0.00588585768206181,0.000305369623196532
14,16,-0.0276394696221039,0.00020124999142475
14,17,-0.00597967973339269,0.000118655955336212
14,18,-0.0458481155379992,0.000142575634310608
14,19,0.00481326477153944,0.000160042003115376
14,20,-0.0275199734530995,0.000407333140957678
14,21,0.0708250398522409,0.000275797304351969
14,22,-0.0516899284467201,0.000103238481272582
14,23,0.0886970184433223,0.000190791566769785
14,24,-0.00599634116890164,0.000146295413187942
14,25,-0.00835250121891076,0.000297853187081781
14,26,-0.0929427827913858,0.000277173072577287
14,27,0.0436620274288932,0.000283651607739709
14,28,0.0140692254906715,0.000561042732201425
14,29,0.066519896925347,0.000171515904531698
14,30,-0.00132219971452897,0.000178466631368632
14,31,0.13265638400241,0.000249253328949524
14,32,-0.117548941121062,0.000176572413345118
14,33,0.0445382432483728,0.000273484403157511
14,34,-0.0768930298576908,0.000398726068609933
14,35,0.0742696617393079,0.000189300121506182
14,36,-0.0604287768476226,0.000175503144411956
14,37,0.0856391447315103,0.000177984001484695
14,38,-0.197987132771471,0.000516899813864597
14,39,0.100508733313668,0.000478647148250172
14,40,-0.0454030570730191,0.000106931725999957
14,41,-3.58693752716249,0.00741527280043648
15,1,0.0191413240178276,7.15707063004076e-06
15,2,0.0403253601601161,7.98501934737236e-05
15,3,0.00322656778615678,2.89176004902287e-05
15,4,0.0463915946539905,5.5718604684338e-05
15,5,-0.00137831567821771,4.92022030244136e-05
15,6,-0.0272362311949264,6.15720939574512e-05
15,7,-0.00469495973674572,0.000168252990886781
15,8,0.0471864988527035,0.000107205171149856
15,9,-0.045133414045704,9.77588690542728e-05
15,10,-0.00614981033469663,0.000135057267998716
15,11,0.0739650035221005,8.96531441160517e-05
15,12,0.0998214166475082,5.39704933246252e-05
15,13,-0.0231533536454273,5.88494509641962e-05
15,14,-0.0205314194323161,0.000129881023838303
15,15,-0.0150246264999069,8.24684574148142e-05
15,16,0.0315253702359144,7.76407381712785e-05
15,17,0.00275636559131467,9.04583296230274e-05
15,18,0.0197246019690004,0.000110606045077878
15,19,0.126296385047963,0.000373300996544579
15,20,0.0120024558202475,3.74391982501574e-05
15,21,0.0767569969448877,4.14409026869046e-05
15,22,0.0172485928637555,9.15939351055409e-05
15,23,0.0370966630070933,4.72266120105825e-05
15,24,-0.0146867587372545,0.000148409695960944
15,25,-0.00192565458395584,3.77765191698543e-05
15,26,-0.0373623992111969,5.77713952420909e-05
15,27,0.0100427789844446,4.38676250850208e-05
15,28,0.0149447026166721,8.17196975236943e-05
15,29,0.0890589993144234,7.68371349413801e-05
15,30,-0.111634028981661,0.000299046018076107
15,31,0.0937457407690912,0.000246131005612241
15,32,-0.0532967349659067,4.40056086464156e-05
15,33,0.0328832215561458,7.82560767605394e-05
15,34,-0.126784332084591,0.000107438391196766
15,35,0.0320089917133184,0.000327276327644974
